"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上櫃日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"4120","友華生技醫藥股份有限公司","友華","生技醫療業","－","台北市北投區承德路六段 128 號 13 樓","	12397982","蔡正弘","蔡孟霖","陳遠甫","總經理特助","李宇玲","27554881","1982/06/16","2003/11/05",新台幣                 10.0000元,867471190,86747119,0,0,合併,每年,股東會,"康和綜合證券股份有限公司","02-87871888","110台北市信義區基隆路一段176號B1","勤業眾信聯合會計師事務所","吳怡君","陳昭宇","OEP","13F., No. 128, Sec. 6, Chengde Rd., Beitou Dist., Taipei City ,112052 TaiwanTaipei, Taiwan, R.O.C.","27024324","pr@mail.oep.com.tw","www.oep.com.tw","陳遠甫","總經理特助","02-27554881-2703","Frank.Chen@oepgroup.com","http://www.oep.com.tw/zh-tw/ams/ir_1","－"
"4121","優盛醫學科技股份有限公司","優盛","生技醫療業","－","北市內湖區港墘路189號12樓","	23123644","劉志平","總經理","張淑娟","總經理","王明華","(02)26597888","1988/11/02","2003/07/25",新台幣                 10.0000元,827480450,82748045,0,0,合併,每年,股東會,"元大證券股份有限公司股務代理部","02-25865859","臺北市大安區敦化南路2段67號地下一樓","安侯建業聯合會計師事務所","鄒依芸","毛聖崴","ROSSMAX","12F,NO. 189, Kang Chien Rd.Taipei, 114, Taiwan","(02)26597666","public@rossmax.com","www.rossmax.com","張淑娟","總經理","(02)26597888","public@rossmax.com","www.rossmax.com","http://60.251.41.252/inv/tw/Investor%20Relations.htm"
"4123","晟德大藥廠股份有限公司","晟德","生技醫療業","－","台北市南港區園區街3之2號7樓","	18606304","王素琦","許瑞寶","林秀月","董事長室協理","唐清玉","26558680","1959/11/04","2003/10/07",新台幣                 10.0000元,7612256740,761225674,44292033,0,合併,每年,股東會,"群益金鼎證券股務代理部","2702-3999","台北市敦化南路二段97號地下二樓","富鋒聯合會計師事務所","鄭忠昊","紀嘉祐","Center Lab.","7F.,NO.3-2 PARK ST., NANGANG DIST.,TAIPEI CITY 115, TAIWAN (R.O.C.)","26558380","yvonne@centerlab.com.tw","www.centerlab.com.tw","林秀月","董事長室協理","2655-8680分機301","catherine@centerlab.com.tw","https://www.centerlab.com.tw/investor/stakeholder_contact","https://www.centerlab.com.tw/corporate/member?id=17"
"4126","太平洋醫材股份有限公司","太醫","生技醫療業","－","新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號","	20765714","鍾安婷","江孟洸","王昱婷","總經理室特別助理","王湘瑜","02-28955050","1977/08/06","2004/02/09",新台幣                 10.0000元,726000000,72600000,0,0,個別,每年,股東會,"福邦證券股份有限公司","02-23711658","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","姚勝雄","薛峻泯","PAHSCO　　","No. 8, Tongke 2nd Rd., Hsinchu Science Park, Jiuhu Vil.,Tongluo Township, Miaoli County, Taiwan","02-28978282","pahsco@pahsco.com.tw","http://www.pahsco.com.tw","王昱婷","總經理室特別助理","02-28955050*6309","ir@pahsco.com.tw","https://www.pahsco.com.tw/tw/esg/article-detail/59/","https://www.pahsco.com.tw/tw/esg/link/governance/"
"4127","天良生物科技企業股份有限公司","天良","生技醫療業","－","新北市汐止區大同路一段147號9樓","	85086859","詹漢山","沈錫聰","郭俊雄","財務處經理","蕭秋華","02-26483099","1971/04/22","2005/07/29",新台幣                 10.0000元,457600000,45760000,0,0,合併,每年,股東會,"華南永昌綜合證券股務代理部","(02)2718-6425","台北市松山區民生東路四段54號4樓","正風聯合會計師事務所","賴家裕","賴永吉","TLB","9F, NO. 147, Sec. 1, Datong Rd.,Xizhi Dist, New Taipei City Taiwan","02-26475179","cfo.tlb@tlb.com.tw","www.tlb.com.tw","郭俊雄","財務處經理","02-26483099","cfo.tlb@tlb.com.tw","https://www.tlb.com.tw/stakeholder-engagement/","https://www.tlb.com.tw/corporate-governance/"
"4128","中天生物科技股份有限公司","中天","生技醫療業","－","台北市南港區園區街3號18樓之1","	70555349","陳振文","陳振文","陳菀均","研發中心副總經理","王瀛君","02-26558558","2000/05/03","2006/06/09",新台幣                 10.0000元,5881705970,588170597,0,0,合併,每年,董事會,"兆豐證券股份有限公司","02-3393-0898","台北市忠孝東路2段95號1樓","勤業眾信聯合會計師事務所","鄭欽宗","邱盟捷","MICROBIO　　","18F-1,No.3,Yuan Qu St,Taipei 115,Taiwan,R.O.C.Taipei, Taiwan","02-26558559","micro@microbio.com.tw","http://twmicrobio.com/","王瀛君","協理","02-26558558","micro@microbio.com.tw","https://www.twmicrobio.com/??·~?????d??/?????g??/#important_subject","https://www.twmicrobio.com/??·~?????d??/???q?v?z/"
"4129","聯合骨科器材股份有限公司","聯合","生技醫療業","－","新竹市科學工業園區園區二路57號","	22099982","林延生","林德堅","彭友杏","副總經理","林德堅","(03)577-3351","1993/03/05","2004/09/29",新台幣                 10.0000元,964367040,96436704,0,0,合併,每年,董事會,"富邦綜合證券股份有限公司","(02)2361-1300","台北市中正區許昌街17號11樓","安永聯合會計師事務所","林世寰","徐榮煌","UOC　　","57 Park Ave 2 Science Park Hsinchu Taiwan,R.O.C.　　Hsinchu Taiwan,R.O.C.　　　　","(03)577-7156","ivy.pan@unitedorthopedic.com","https://tw.unitedorthopedic.com/","鄧元昌","財務主管","(02)2929-4567#1161","mike.teng@unitedorthopedic.com","https://tw.unitedorthopedic.com/","https://tw.unitedorthopedic.com/esg/"
"4130","健亞生物科技股份有限公司","健亞","生技醫療業","－","新竹縣湖口鄉工業一路一號","	84149006","陳正","朱佳真","蔣維民","行政處 資深處長","林惠玲","03-5982221","1993/03/24","2012/01/12",新台幣                 10.0000元,1378875300,137887530,0,0,合併,每年,董事會,"群益金鼎證券股份有限公司","02-27023999","台北市敦化南路二段97號東帝士摩天大樓地下2樓","資誠聯合會計師事務所","劉倩瑜","鄭雅慧","GBL","No. 1, First Industrial Road, Hukou Township,HsinChu County 303036, Taiwan, R.O.C.","03-5982804","finance@genovate-bio.com","www.genovate-bio.com","蔣維民","行政處 資深處長","03-5982221 ext.118","williechiang@genovate-bio.com","www.genovate-bio.com/chinese/Newup_f.htm","www.genovate-bio.com/?page_id=44"
"4131","浩泰精準股份有限公司","浩泰","生技醫療業","－","台南市東區龍山里林森路一段395號9樓之8","	16680539","周鼎茂","紀文勝","紀文勝","總經理","楊艷雀","037-585585","1998/10/22","2004/04/09",新台幣                 10.0000元,395000000,39500000,27990004,0,合併,每年,股東會,"中國信託商業銀行代理部","02-66365566","臺北市中正區重慶南路一段八十三號五樓","勤業眾信聯合會計師事務所","楊朝欽","李季珍","NeoCore","9F.-8, No. 395, Sec. 1, Linsen Rd., East Dist.Tainan City 701 , Taiwan (R.O.C.)","037-585586","stephen.chen@neocore.com.tw","www.neocore.com.tw","陳佑庭","財務副理","037-585585#113","stephen.chen@neocore.com.tw","www.neocore.com.tw","www.neocore.com.tw/manage/"
"4138","曜亞國際股份有限公司","曜亞","生技醫療業","－","新北市中和區中正路880號14樓","	80527809","傅輝東","陳柏源","江志浩","副總經理","陳冠良","(02)2221-7733","2003/10/09","2010/12/29",新台幣                 10.0000元,399300000,39930000,0,0,合併,每年,董事會,"統一綜合證券(股)公司","(02)27463797","台北市東興路8號B1樓","安侯建業聯合會計師事務所","郭柔蘭","江曉苓","DMT","14F, No. 880, Jhongjheng Rd., Jhonghe CityTaipei County 235, Taiwan. R.O.C.","(02)2221-6394","stock@dmttw.com","http://www.dmttw.com.tw/","江志浩","副總經理","(02)22217733","stock@dmttw.com","https://www.dmttw.com.tw/2015/01/01/§Q?`???Y?H?p?????f/","https://www.dmttw.com.tw/§????H±M°?/???q?v?z"
"4139","馬光保健控股股份有限公司","馬光-KY","生技醫療業","KY","P.O. Box 61, Harbour Centre, George Town, Grand Cayman","	28993894","福苓興業有限公司代表人:巫雲光","于倩","于倩","總經理","陳怡君","(07)555-0864","2009/07/14","2011/04/29",新台幣                 10.0000元,450099110,45009911,2460000,0,合併,每年,股東會,"富邦綜合證券(股)公司","(02)2361-1300","台北市中正區許昌街十七號十一樓","安永聯合會計師事務所","陳政初","姚世傑","KY M.K.","4F., No.693, Mingcheng 3Rd., Gushan DistKaohsiung City 804 Taiwan (R.O.C)","(07)555-4035","kymk041@gmail.com","https://mk-healthcare.com/","陳怡君","財務主管","(07)555-0864","kymk025@gmail.com","https://mk-healthcare.com/stakeholder","https://mk-healthcare.com/governance"
"4147","中裕新藥股份有限公司","中裕","生技醫療業","－","台北市內湖區瑞光路607號3樓","	28707338","陳明村","張金明","張金明","執行長","林鴻傑","(02)26580058","2007/09/05","2015/11/23",新台幣                 10.0000元,2732024250,273202425,0,0,合併,每年,股東會,"元富證券股份有限公司","(02)27686668","105台北市松山區光復北路11巷35號地下一樓","勤業眾信聯合會計師事務所","王浚宇","陳彥君","TMB","3F., No.607, Ruiguang Rd., Neihu DistTaipei City, 11492 Taiwan. R.O.C.","(02)26586058","iven@taimedbio.com","https://www.taimedbiologics.com","林鴻傑","財務處暨投資人關係 處長","(02)26580058","ir@taimedbio.com","http://www.taimedbiologics.com/cht/contact/contact_us","－"
"4153","鈺緯科技開發股份有限公司","鈺緯","生技醫療業","－","新北市中和區中山路2段351號9樓","	89376900","黃漢州","劉淑琪","麥聖御","副總經理","江佳芬","(02)22268631","1995/04/11","2013/05/23",新台幣                 10.0000元,586681970,58668197,0,0,合併,每年,董事會,"富邦綜合證券股份有限公司","(02)23611300","台北市中正區許昌街17號11樓","勤業眾信聯合會計師事務所","邵志明","黃國寧","DIVA Labs.","9F, No.351, Sec. 2, Zhongshan RdZhonghe Dist., New Taipei City, Taiwan","(02)22262423","spokesman1@diva.com.tw","http://www.diva.com.tw/","麥聖御","副總經理","(02)22268631#161","michael_mai@diva.com.tw","http://www.diva.com.tw/zh-tw/investor/index/5","http://www.diva.com.tw/zh-tw/investor/index/2"
"4154","樂威科股份有限公司","樂威科-KY","其他","KY","P.O. Box 31119 Grand Pavilion,Hibiscus Way,802 West Bay Road","	26330076","傅俊超","王政隆","張文蒨","財務長","王政隆","02-23252295","2010/08/09","2011/12/28",新台幣                 10.0000元,350000000,35000000,21518958,0,合併,每年,股東會,"國票綜合證券(股)公司股務代理部","02-2528-8988","台北市松山區南京東路五段188號15樓","建昇財稅聯合會計師事務所","林泰宇","陳姿勻","Raku-KY","3F., No. 43, Dongxing Rd., Xinyi Dist., Taipei City 110403 , Taiwan (R.O.C.)Taiwan Taipei 110403","02-23253359","enquiry@raku-tec.com.tw","https://www.raku-tec.com.tw/","張文蒨","財務長","02-2325-2295","joanne.chang@raku-tec.com.tw","https://www.raku-tec.com.tw/","－"
"4157","太景醫藥研發控股股份有限公司","太景*-KY","生技醫療業","KY","中華民國台灣台北市內湖區新明路138號7樓","	31982484","黃國龍","張俐雯","黃國龍","董事長","呂理堅","0281777020","2005/09/15","2014/01/17",美元                  0.0010元,20766551,711833575,0,0,合併,每年,股東會,"永豐金證券股份有限公司","0223816288","中華民國台灣台北市中正區博愛路17號3樓","勤業眾信聯合會計師事務所","李協昌","黃惠敏","TAIGEN","Box 309, Ugland HouseGrand Cayman, KY1-1104, Cayman Islands","0227963606","ir@taigenbiotech.com","http://www.taigenbiotech.com/","王暄茹","經理","0281777020#1724","ir@taigenbiotech.com","http://www.taigenbiotech.com.tw/Product/4-2","－"
"4160","訊聯基因數位股份有限公司","訊聯基因","生技醫療業","－","台北市內湖區新湖一路36巷28號6樓","	24268870","張漢東","康清原","康清原","總經理","陳冠文","(02)2795-1777","2008/11/21","2012/09/17",新台幣                 10.0000元,266903340,26690334,0,0,合併,每年,股東會,"中國信託商業銀行(股)公司代理部","(02)6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","黃珮娟","鄧聖偉","GGA Corp.","6F, No28, Ln.36, Xinhu 1st Rd., Neihu Dist.,Taipei City 11494, Taiwan","(02)2793-8009","GGA@GGA.Asia","www.GGA.Asia","黃芳春","經理","(02)27951777分機1668","Lulu@GGA.Asia","www.gga.asia/tc/Overview/Investors/about_news_detail/23","www.gga.asia/tc/Overview/Investors/about_news_detail/28"
"4161","聿新生物科技股份有限公司","聿新科","生技醫療業","－","350苗栗縣竹南鎮公館里中華南路188號","	16930971","楊金昌","涂耀仁","涂耀仁","竹科分公司執行長","楊翊鈴","037-626699","1999/06/01","2013/06/26",新台幣                 10.0000元,598082040,59808204,0,0,合併,每年,董事會,"群益金鼎證券股份有限公司","02-27023999","台北市敦化南路二段97號B2","資誠聯合會計師事務所","劉倩瑜","江采燕","BIOPTIK","No.188, Zhonghua S. Rd., Zhunan TownshipMiaoli County 35057, Taiwan(R.O.C.)","037-620997","chiao@bioptik.com.tw","http://www.bioptik.com.tw","涂耀仁","竹科分公司執行長","03-5782999","Richard@bioptik.com.tw","http://www.bioptik.com.tw","http://www.bioptik.com.tw"
"4162","智擎生技製藥股份有限公司","智擎","生技醫療業","－","台北市民生東路3段10號11樓","	80264691","許璋瑤","王宏仁","張麒星","副總經理","曹妤&#20120;","02-25158228","2002/08/12","2012/09/18",新台幣                 10.0000元,1456776400,145677640,0,0,個別,每年,股東會,"元大證券股份有限公司","02-2586-5859","台北市大安區敦化南路二段67號地下一樓","資誠聯合會計師事務所","游淑芬","梁華玲","PEI","11F, 10 Minsheng E. Road, Sec. 3, Taipei 104 TaiwanTaipei, Taiwan","02-25157558","info@pharmaengine.com","https://www.pharmaengine.com","張麒星","副總經理","02-25158228","chihsing.chang@pharmaengine.com","https://www.pharmaengine.com/sustainability/sustainability_2/33","https://www.pharmaengine.com/governance/index/21"
"4163","鐿鈦科技股份有限公司","鐿鈦","生技醫療業","－","台中市南屯區文山里精科路9號","	27473348","鍾兆塤","林俊男","陳雅玲","財務部協理","張雅琪/陳清豐","04-23595336","2004/10/21","2012/11/15",新台幣                 10.0000元,506458930,50645893,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","台北市中山區建國北路一段96號B1","勤業眾信聯合會計師事務所","吳少君","蘇定堅","INTAI","NO.9,JINGKE RD.,NANTUN DIST.,TAICHUNG CITY 40852,TAIWAN(R.O.C.)","04-23503906","sp@mail.intai.com.tw","www.intai.com.tw","陳雅玲","財務部協理","04-23595336","sp@mail.intai.com.tw","http://ir.intai.com.tw/?act=interested","http://ir.intai.com.tw/?act=organization&cmd=list"
"4166","友霖生技醫藥股份有限公司","友霖","生技醫療業","－","中部科學園區雲林縣虎尾鎮科虎一路8號","	28924399","蔡正弘","黃春桐","黃春桐","總經理","羅冠權","(02)2325-7621","2008/02/01","2025/08/21",新台幣                 10.0000元,2430350890,243035089,0,0,合併,每年,股東會,"康和綜合證券股份有限公司","(02)8787-1888","台北市信義區基隆路一段176號B1","勤業眾信聯合會計師事務所","吳鈞麟","陳昭宇","OP","12F., No. 128, Sec. 6, Chengde Rd., Beitou Dist.,Taipei City ,112052 Taiwan (ROC)","(02)2755-0656","op@oppharma.com","https://academy.oppharma.com/","羅冠權","行銷經理","(02)2325-7621","op@oppharma.com","https://academy.oppharma.com/","https://academy.oppharma.com/"
"4167","松瑞製藥股份有限公司","松瑞藥","生技醫療業","－","744094南部科學園區台南市新市區南科六路1號","	80642673","漢友財務管理顧問股份有限公司代表人李香雲","陳志芳","林國瑋","協理","林彥嵐","06-5051200","2004/01/30","2015/09/08",新台幣                 10.0000元,3104441070,310444107,0,0,合併,每年,董事會,"宏遠證券股份有限公司股務代理部","02-2326-8818","10680臺北市大安區信義路四段236號3樓","勤業眾信聯合會計師事務所","鄭旭然","謝東儒","SLC","No.1,Nanke 6th Road,Xinshi Dist,Southern Taiwan Science Park,Tainan City,Taiwan 744094,R.O.C.","06-5052600","stock@saviorlifetec.com.tw","http://www.saviorlifetec.com.tw/zh/","林國瑋","協理","06-5051200#1001","stock@saviorlifetec.com.tw","http://www.saviorlifetec.com.tw/zh/investors-7","https://www.saviorlifetec.com.tw/zh/careers-131"
"4168","台灣醣聯生技醫藥股份有限公司","醣聯","生技醫療業","－","新北市汐止區新台五路一段97號8樓","	12683520","張東玄","楊玫君","呂耀華","副總經理","吳蒂芬","(02)2697-4168","2001/02/01","2012/12/18",新台幣                 10.0000元,1125213180,112521318,3036000,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","鄧聖偉","顏裕芳","GlycoNex Inc.","8F., No.97, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 22175,Taiwan","(02)2697-1168","mail@glyconex.com.tw","http://www.glyconex.com.tw/","呂耀華","副總經理","(02)2697-4168","rogerlu@glyconex.com.tw","https://www.glyconex.com.tw/index.php/zh/investors-tw/share-transfer-agency-and-spokesman","https://www.glyconex.com.tw/index.php/zh/investors-tw/corporate-governance"
"4171","瑞基海洋生物科技股份有限公司","瑞基","農業科技","－","407台中市西屯區中部科學園區科園二路19號","	27489806","劉正忠","鍾德豫","傅俞燕","董事長特別助理","劉正忠","04-24639869","2004/11/12","2014/08/14",新台幣                 10.0000元,584574690,58457469,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","安侯建業聯合會計師事務所","江家齊","吳佳翰","GeneReach","No.19,Keyuan 2nd Road,Central Taiwan Science Park,Taichung City,Taiwan R.O.C","04-24638255","genereach@gmail.com","www.genereach.com","傅俞燕","董事長特別助理","04-24639869","genereach@gmail.com","www.genereach.com","－"
"4173","久裕企業股份有限公司","久裕","生技醫療業","－","新北市中和區中正路880號14樓之5","	05071926","張明正","洪文銓","林怡&#24419;","財務長","詹雅媛","(02)8227-7999","1980/06/02","2013/10/31",新台幣                 10.0000元,745743550,74574355,0,0,合併,每年,董事會,"統一綜合證券(股)公司","(02)2746-3797","台北市東興路8號B1","安侯建業聯合會計師事務所","郭柔蘭","江曉苓","ARICH","14F-5, No. 880, Zhongzheng Rd., Zhonghe Dist.New Taipei City 23586, Taiwan, R.O.C.","(02)2222-6171","stock@arich.com.tw","http://www.arich.com.tw","林怡&#24419;","財務長","(02)8227-7999","stock@arich.com.tw","https://www.arich.com.tw/contact.php","https://www.arich.com.tw/company.php"
"4174","台灣浩鼎生技股份有限公司","浩鼎","生技醫療業","－","(115011)台北市南港區忠孝東路7段508號6樓","	13110677","梁賡義","王慧君","王慧君","執行長","高國霖","(02)2655-8799","2002/04/29","2015/03/23",新台幣                 10.0000元,1315796870,131579687,0,0,合併,每年,股東會,"元富證券股份有限公司","(02)2768-6668","台北市松山區光復北路11巷35號地下一樓","資誠聯合會計師事務所","鄧聖偉","梁華玲","OBI","6F., No. 508, Sec. 7, Zhongxiao E. Rd., Nangang Dist.Taipei City 115011, Taiwan R.O.C","(02)2655-8798","info@obipharma.com","https://www.obipharma.com","陳寧","投資人關係處資深經理","(02)2655-8799 #312","InvestorRelations@obipharma.com","https://www.obipharma.com","https://www.obipharma.com"
"4175","杏一醫療用品股份有限公司","杏一","生技醫療業","－","(33375)桃園市龜山區復興一路361號5樓","	86649006","陳麗如","蔡德忠","王定睿","副總經理","吳震紝","(03)3970761","1992/05/07","2014/04/23",新台幣                 10.0000元,423233070,42323307,0,0,合併,每年,股東會,"富邦綜合證券股份有限公司","(02)2361-1300","台北市中正區許昌街17號11樓","勤業眾信聯合會計師事務所","池瑞全","蔡宗遠","MedFirst","5F., No. 361, Fuxing 1st Rd., Guishan Dist.,Taoyuan City 333, Taiwan (R.O.C.)","(03)3285892","ir@medfirst.com.tw","http://www.medfirst.com.tw/","王定睿","副總經理","(03)3970761","ir@medfirst.com.tw","https://www.medfirst.com.tw/page/StakeholderEngagement-4","https://www.medfirst.com.tw/page/corporategovernance-1"
"4183","福永生物科技股份有限公司","福永生技","生技醫療業","－","(30076)新竹科學園區新竹縣寶山鄉研發三路8號","	80064027","郭鳳琳","卓振輝","卓振輝","總經理","林智香","03-6686868","2002/10/22","2017/03/09",新台幣                 10.0000元,238000000,23800000,0,0,個別,每年,董事會,"台新證券股務代理部","02-25048125","台北市中山區建國北路一段96號B1","勤業眾信聯合會計師事務所","梁盛泰","尤盟貴","EPS Bio","NO.8, R&D RD Ⅲ, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.","03-6686866","ir@epsbio.com.tw","https://www.epsbio.com.tw/","林智香","處長","03-6686868","ir@epsbio.com.tw","https://www.epsbio.com.tw/stakeholder","https://www.epsbio.com.tw/structure"
"4188","安克生醫股份有限公司","安克","生技醫療業","－","台北市復興北路167號5樓","	24316471","李伊俐","李伊俐","李伊俐","董事長暨總經理","甯洪元","02-27136227","2008/12/26","2015/03/24",新台幣                 10.0000元,633329000,63332900,0,0,合併,每年,股東會,"福邦證券股份有限公司","02-2371-1658","台北市中正區忠孝西路一段６號６樓","安永聯合會計師事務所","王彥鈞","余倩如","AmCad","5F, No.167, Fuxing N. Rd., Songshan Dist.TAIPEI,TAIWAN.R.O.C.","02-27152181","danica.tai@amcad.com.tw","https://www.amcad.com.tw/","戴佑如","會計主管","02-27136227","danica.tai@amcad.com.tw","https://www.amcad.com.tw/tw/investor/interested_parties","https://www.amcad.com.tw/tw/investor/company_governance"
"4192","杏國新藥股份有限公司","杏國","生技醫療業","－","宜蘭縣冬山鄉中山村中山路84號","	29118865","李志文","王惠弘","王惠弘","總經理","王昭日","(02)2764-0826","2008/06/26","2014/10/28",新台幣                 10.0000元,351645000,35164500,12078511,0,合併,每年,股東會,"永豐金證券股務代理部","(02)2381-6288","台北市博愛路17號3樓","國富浩華聯合會計師事務所","林金鳳","張亞荃","SynCore","84 CHUNG SHAN RD.,CHUNG SHAN VILLAGETUNG-SHAN SHINE , I-LAN 269 , TAIWAN.","(02)2763-3307","finance@syncorebio.com","http://www.syncorebio.com","陳蒨慧","財會管理處襄理","02-27640826","Info@syncorebio.com","http://www.syncorebio.com/?page=Invest&item=Stakeholder","－"
"4198","欣大健康投資控股股份有限公司","欣大健康","生技醫療業","－","台北市內湖區新湖一路85號7樓","	54154754","李沛霖","林國棟","林國棟","總經理","黃鈺翔","(02)8792-2699","2013/01/07","2014/12/23",新台幣                 10.0000元,241080000,24108000,15600000,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","鄧聖偉","蔡亦臺","S&S","7F, No.85, Xinhu 1st Rd.Taipei City 114, Taiwan(R.O.C.)","(02)8792-1898","ir@swissray.com","www.swissray.com","黃鈺翔","財會主管","(02)8792-2699","ir@swissray.com","www.swissray.com","www.swissray.com"
"4205","中華食品實業股份有限公司","中華食","食品工業","－","高雄市大樹區龍目路110-6號","	76316325","陳冠呈","柯碧蘭","柯碧蘭","總經理","陳冠豪","07-6515511","1980/05/08","1999/01/31",新台幣                 10.0000元,976492280,97649228,0,0,個別,每年,股東會,"統一綜合證券股份有限公司","02-27478266","台北市東興路8號地下一樓","資誠聯合會計師事務所","廖阿甚","王國華","CHUNG HWA 　","No.110-6, Longmu Rd., Dashu Dist., Kaohsiung City 840, Taiwan (R.O.C.)KAOHSIUNG CITY, TAIWAN","07-6518667","herngb@ms29.hinet.net","http://www.herngyih.com.tw/","陳佩瑜","襄理","(07)651-5511","herngb@ms29.hinet.net","https://www.herngyih.com.tw/company/all/1.htm","https://www.herngyih.com.tw/company/all/1.htm"
"4207","環泰企業股份有限公司","環泰","食品工業","－","桃園市蘆竹區南崁路265號5樓","	12529007","康永明","康智量","梁培菁","財務主管","洪秋碧","03-2125889","1984/07/25","2000/01/21",新台幣                 10.0000元,1985380080,198538008,0,0,合併,每年,董事會,"亞東證券股份有限公司","02-7753-1699","新北市板橋區新站路16號13樓","勤業眾信聯合會計師事務所","翁博仁","蔡宗遠","TFC","5F., No. 265, Nankan Rd.,Luzhu Dist., Taoyuan City, Taiwan","03-3222493","tfc@fructose.com.tw","www.fructose.com.tw","王連廣","管理部主管","03-2125889#118","service@fructose.com.tw","www.fructose.com.tw","www.fructose.com.tw"
"4303","信立化學工業股份有限公司","信立","塑膠工業","－","台南市學甲區興業路99號","	72104709","張祐銘","李山龍","李山龍","總經理","陳建宏","06-7835100","1973/06/22","1999/03/10",新台幣                 10.0000元,946053170,94605317,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路1段83號5樓","安侯建業聯合會計師事務所","許振隆","高鈺倫","HSINLI","No. 99, Xingye Rd., Xuejia DistTAINAN TAIWAN R.O.C","06-7821514","jeter@hsinli.com.tw","http://www.hsinli.com.tw","李山龍","總經理","06-7835100","lee@hsinli.com.tw","https://www.hsinli.com.tw/complaint","https://www.hsinli.com.tw/gov_structure"
"4304","勝昱科技股份有限公司","勝昱","塑膠工業","－","台北市松山區健康路152號3樓","	12413104","侯信立","蕭建仁","朱國廷","董事長室特別助理","懸缺待補","26571371","1982/12/03","2000/01/27",新台幣                 10.0000元,610380650,61038065,47301445,0,合併,每年,股東會,"元大證券股份有限公司","25865859","臺北市大安區敦化南路2段67號地下一樓","冠恆聯合會計師事務所","張進德","朱淑梅","SUNVIC","3F., No. 152, Jiankang Rd.Songshan Dist., Taipei City 10586,Taiwan","26571375","Internal_sale@sunvic.com.tw","www.sunvic.com.tw","朱國廷","董事長室特別助理","02-26571371","Internal_sale@sunvic.com.tw","https://lurl.cc/TfhjKX","https://reurl.cc/XApo1M"
"4305","世坤塑膠股份有限公司","世坤","塑膠工業","－","台南市麻豆區麻口里麻工三路125號、127號","	22281617","林璋賦","陳俊成","陳俊成","總經理","林湘芸","(06)5701211","1986/10/07","2000/09/28",新台幣                 10.0000元,550140000,55014000,0,0,個別,每年,股東會,"群益金鼎證券股份有限公司","(02)2702-3999","台北市大安區敦化南路2段97號B2","資誠聯合會計師事務所","田中玉","葉芳婷","SKP","　No. 125,127, Magong 3rd Road., Makou Li, Madou Dist.,　　TAINAN CITY,TAIWAN R.O.C","06-5701213","Kelly_Lin@skp.com.tw","https://www.shihkuen.com/zh-TW","林湘芸","財務部經理","06-5701211#721","Kelly_Lin@skp.com.tw","http://www.shihkuen.com.tw/data/link-8/Stakeholder.pdf","https://www.shihkuen.com/zh-TW/page/corporate-governance-area.html"
"4401","東隆興業股份有限公司","東隆興","紡織纖維","－","新北市板橋區三民路二段31號19樓","	18770509","游志成","游榮利","彭武譽","稽核室協理","陳泰成","(02)2961-2112","1961/08/14","1996/05/09",新台幣                 10.0000元,1226920120,122692012,0,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","大師聯合會計師事務所","謝婉麗","張蔚誠","TLTM","19FL, NO.31, SEC2 SAN MING RD, PANCHIAO DIST., NEWTAIPEI CITY , TAIWAN　　　　","2954-1028","mickey@tloong.com.tw","http://www.tloong.com.tw","彭武譽","稽核室協理","(02)2961-2112","stock@tloong.com.tw","http://www.tloong.com.tw","https://www.toungloong.com/tw/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86/"
