"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","興櫃日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"6035","悠遊卡股份有限公司","悠遊卡","金融業","－","台北市南港區園區街3-1號13樓","	70765909","林志盈","陳國君","李志仁","資深副總經理","陳君維","02-2652-9988","2000/03/06","2023/01/03",新台幣                 10.0000元,709680000,70968000,0,0,個別,每年,董事會,"群益金鼎證券股份有限公司","02-27023999","台北市敦化南路2段97號B2","安侯建業聯合會計師事務所","尹元聖","吳麟","EASYCARD","13th Floor, No. 3, No. 1, Yuanyuan Street, Nangang DistrictTaipei City , Taiwan","02-2652-9999","eccir@easycard.com.tw","https://www.easycard.com.tw","－","－","－","－","https://www.easycard.com.tw","－"
"6407","相互股份有限公司","相互","電子零組件業","－","新北市新莊區化成路195巷25號","	23810592","陳旭東","張智明","林維鵬","協理","吳美芳","02-22763210","1990/07/19","2013/03/29",新台幣                 10.0000元,751305000,75130500,0,0,合併,每年,股東會,"宏遠證券(股)公司 股務代理部","(02)7719-8899","106047台北市大安區信義路四段236號3樓","勤業眾信聯合會計師事務所","蘇郁琇","王攀發","Mutual-Tek","No.25, Ln. 195, Huacheng Rd., Xinzhuang Dist.New Taipei City 242, Taiwan (R.O.C.)","02-29922374","birdlin@mutualtek.com.tw","http://www.mutualtek.com.tw","－","－","－","－","?L","－"
"6428","台灣淘米科技股份有限公司","台灣淘米","文化創意業","－","臺北市中山區松江路237號6樓之1","	24482647","王俊博","黃信凱","黃信凱","總經理","鍾雅惠","2516-1331","2009/11/13","2013/09/11",新台幣                 10.0000元,176824560,17682456,0,0,個別,每年,股東會,"兆豐證券股份有限公司","2327-8988","臺北市忠孝東路二段95號1樓","勤業眾信聯合會計師事務所","謝東儒","馬偉峻","TAOMEE","Rm. 1, 6F., No. 237, Songjiang Rd.Taipei City , Taiwan.,ROC","2516-1332","taomee_ir@61.com.tw","http://www.61.com.tw/investor_relations/","－","－","－","－","http://www.61.com.tw/investor_relations/investment_1","http://www.61.com.tw/investor_relations/investment_2_1"
"6434","達輝光電股份有限公司","達輝光電","光電業","－","新竹科學園區苗栗縣竹南鎮科北二路3號","	28230046","施火灶","王武敬","施火灶","董事長","陳炯文","037-587-500","2006/10/19","2013/11/12",新台幣                 10.0000元,4636020000,463602000,0,0,合併,每年,董事會,"新光證券股份有限公司","02-2311-8787","台北市重慶南路一段66之1號11樓","勤業眾信聯合會計師事務所","陳文香","邱鏞銘","TacBright","No. 3, Kebei 2nd Rd. Jhunan TownshipMiaoli County, Taiwan","037-587-566","spig@tacbright.com","www.tacbright.com","－","－","－","－","https://mops.twse.com.tw/mops/web/index","－"
"6467","泰合生技藥品股份有限公司","泰合","生技醫療業","－","台北市內湖區瑞光路550號3樓","	25144594","李世仁","李世仁","李世仁","董事長暨總經理","蔡佩容","02-26598515","2010/07/07","2024/12/30",新台幣                 10.0000元,523556150,52355615,0,0,個別,每年,董事會,"元大證券股份有限公司","02-2586-3117","106 台北市大安區敦化南路二段67號B1","資誠聯合會計師事務所","顏裕芳","劉倩瑜","TAHO Pharma","3F, No.550, Ruiguang Road,Taipei 114, Taiwan","02-26598516","ir@tahopharma.com","www.tahopharma.com","－","－","－","－","http://www.tahopharma.com","－"
"6473","美賣科技股份有限公司","美賣*","數位雲端","－","台北市中山區民生東路三段51號12樓","	29150415","宇福投資股份有限公司","暫缺","馮世文","資深副總經理","洪湘寧","02-29126473","2010/04/20","2014/12/08",新台幣                  5.0000元,200000000,40000000,1488000,0,合併,每年,股東會,"宏遠證券股份有限公司股務代理部","(02)2326-8818","台北市大安區信義路四段236號3樓","安侯建業聯合會計師事務所","王怡文","辛郁婷","meimaii","12F., No. 51, Sec. 3, Minsheng E. Rd., Zhongshan Dist.,Taipei City 104483 , Taiwan (R.O.C.)","02-23819066","6473@meimaii.com","www.meimaii.com","－","－","－","－","NA","－"
"6483","原創生醫股份有限公司","原創生醫","生技醫療業","－","台南市新市區南科二路9號2樓之1","	29184891","林柏裕","王朝暉","顏曉寶","營運長","陳嘉宏、唐浩天","(06)5055433","2011/12/05","2024/03/29",新台幣                 10.0000元,665890000,66589000,0,0,個別,每年,股東會,"福邦證券股份有限公司股務代理部","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","廖鴻儒","王騰葦","OBM","2F.-1, No.9, Nanke 2nd Rd.,Xinshi Dist.,Tainan City 74146,Taiwan","(06)5050085","info@i-obm.com","http://www.i-obm.com","－","－","－","－","http://www.i-obm.com","－"
"6493","雷虎生技股份有限公司","雷虎生","生技醫療業","－","台中市西屯區工業區六路七號2樓","	53835304","陳冠如","蘇聖傑","李俊賢","醫療研發部協理","呂致銘","0423595958","2012/04/19","2015/01/08",新台幣                 10.0000元,300500000,30050000,0,0,個別,每年,董事會,"元大證券股份有限公司","0225865859","106臺北市大安區敦化南路2段67號地下一樓","國富浩華聯合會計師事務所","蔡淑滿","李青霖","TTBIO","2F,NO.7,6TH ROAD,INDUSTRY PARKTAICHUNG,TAIWAN  R.O.C","0423591902","info@ttbio.com","www.ttbio.com","－","－","－","－","www.ttbio.com","－"
"6518","康科特股份有限公司","康科特","生技醫療業","－","新北市板橋區文化路一段266號12樓","	25029519","劉靜怡","林家弘","劉福安","財務長","呂偉廷","02-22545079","2009/09/10","2015/05/13",新台幣                 10.0000元,333333340,33333334,8333334,0,合併,每年,董事會,"凱基證券股份有限公司","02-23892999","台北市重慶南路一段2號4樓","安侯建業聯合會計師事務所","許詩淳","唐慈杰","Concordmed","12F., No.266, Sec. 1, Wenhua Rd., Banqiao Dist.New Taipei City, Taiwan (ROC)","02-22512600","service@concordmed.com.tw","http://www.concordmed.com.tw","－","－","－","－","???A??","－"
"6536","碩豐數位科技股份有限公司","碩豐","資訊服務業","－","新北市汐止區新台五路一段75號11樓","	24231494","徐明哲","徐明哲","徐明哲","董事長","吳瑞華","(02)2698-2786","2008/09/09","2015/06/18",新台幣                 10.0000元,263240000,26324000,0,0,合併,每年,董事會,"兆豐證券(股)公司股務代理部","(02)3393-0898","台北市忠孝東路2段95號1樓","資誠聯合會計師事務所","支秉鈞","賴宗羲","TIGA","11F, No.75, Sec. 1 Hsin Tai Wu Rd., Xizhi Dist.,New Taipei City, Taiwan R. O. C.","(02)2698-8132","sonia.yeh@tigagaming.com","http://www.tigagaming.com/","－","－","－","－","http://www.tigagaming.com/portal_f1.php","－"
"6539","麗彤生醫科技股份有限公司","麗彤","生技醫療業","－","台北市信義區松智路1號5樓","	53350764","張麗綺","陳美秀","陳美秀","總經理","周鈺鈞","0227911826","2011/06/21","2015/10/15",新台幣                 10.0000元,243494150,24349415,0,0,合併,每半會計年度,董事會,"宏遠證券股份有限公司股務代理部","02-23268818","台北市大安區信義路四段236號3樓","勤業眾信聯合會計師事務所","李麗凰","郭乃華","DV","5 F., No. 1, Songzhi Rd., Xinyi Dist., Taipei CityTaipei, Taiwan (R.O.C.)","0227911756","info@dvbiomed.com","http://www.dvbiomed.com","－","－","－","－","https://www.dvbiomed.com/intro/detail/279","－"
"6543","普惠醫工股份有限公司","普惠醫工","生技醫療業","－","彰化縣北斗鎮大新里新工一路100號","	23243578","許國基","陳宏仁","葉雅彤","財會主管","陳宏仁","04-8887998","1989/04/17","2019/03/27",新台幣                 10.0000元,558547000,55854700,0,0,合併,每半會計年度,董事會,"宏遠證券股份有限公司股務代理部","02-2326-8818","10680 台北市大安區信義路四段236號3樓","安永聯合會計師事務所","黃宇廷","羅文振","PF","NO. 100, Xingong 1st Rd.Beidou Township, Changhua County, Taiwan","04-8877313","emily@pwuhui.com.tw","http://www.perfectmedical.com.tw","－","－","－","－","http://www.perfectmedical.com.tw","－"
"6549","景凱生物科技股份有限公司","景凱","生技醫療業","－","新竹縣竹北市生醫路二段6-1號3樓之4","	53394159","石英珠","袁鴻昌","袁鴻昌","總經理","郭志傑","03-6587721","2011/05/02","2015/10/21",新台幣                 10.0000元,801220000,80122000,0,0,個別,每年,股東會,"富邦綜合證券股份有限公司","02-23611300","台北市中正區許昌街17號11樓","勤業眾信聯合會計師事務所","吳鈞麟","方蘇立","TaiwanJ","Rm.4,3F, No.6-1, Sec. 2, Shengyi Rd.,Zhubei City, Hsinchu County 302, Taiwan","03-6587787","info@taiwanj.com","http://taiwanj.com","－","－","－","－","?L","－"
"6555","榮炭科技股份有限公司","榮炭","電子零組件業","－","新北市汐止區大同路一段237號6樓","	24489613","林忠正","顏文群","顏文群","執行副總經理","郭淑芬","02-26903311","2009/12/21","2016/01/25",新台幣                 10.0000元,1192298000,119229800,0,0,合併,每年,股東會,"福邦證券股份有限公司股務代理部","(02)2371-1658","台北市忠孝西路一段6號6樓","資誠聯合會計師事務所","徐潔如","吳仁杰","LT","6F., No.237, Sec. 1, Datong Rd.Xizhi Dist., New Taipei City, Taiwan","02-26903322","lt88@lttech.com.tw","www.lttech.com.tw","－","－","－","－","www.lttech.com.tw","－"
"6559","研晶光電股份有限公司","研晶","光電業","－","新北市土城區永豐路173之8號2樓","	27797183","魏志宏","魏志宏","魏志宏","總經理","黃美雲","02-82628886","2005/05/24","2015/12/15",新台幣                 10.0000元,231886470,23188647,0,0,合併,每年,股東會,"富邦綜合證券(股)公司股務代理部","02-23611300","台北市中正區許昌街17號11樓","安侯建業聯合會計師事務所","洪士剛","傅泓文","HPL","2F, No.173-8, Yung-Fong Road,Tu Cheng DistNew Taipei City 236, Taiwan, ROC","02-82628885","hplir@hplighting.com.tw","www.hplighting.com.tw","－","－","－","－","???m??","－"
"6563","映智科技股份有限公司","映智","半導體業","－","新竹縣竹北市莊敬五街200號","	53495662","黃文權","黃文權","黃文權","總經理","游玫誼","03-5506818","2011/07/20","2025/03/10",新台幣                 10.0000元,297428000,29742800,0,0,合併,每年,股東會,"元富證券股份有限公司股務代理部","(02)2768-6668","105410 台北市松山區光復北路11巷35號地下一樓","資誠聯合會計師事務所","蔣承翰","李典易","iMD","No.200, Zhuangjing 5th St.,Zhubei City, Hsinchu County 302, Taiwan","03-5506808","info@imagematch.com.tw","www.imagematch.com.tw","－","－","－","－","www.imagematch.com.tw","－"
"6564","安特羅生物科技股份有限公司","安特羅","生技醫療業","－","台北市大安區敦化南路2段76號18樓之2","	54665910","留忠正","張哲瑋","李家卉","處長","夏傳胤","02-27001216","2014/01/10","2018/09/18",新台幣                 10.0000元,721340000,72134000,0,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)6636-5566","100003台北市中正區重慶南路一段83號5樓","資誠聯合會計師事務所","劉美蘭","徐建業","ENIM","18F.-2, No. 76, Sec. 2, Dunhua S. Rd., Da’an Dist., Taipei CityTaiwan (R.O.C.)","02-27063121","stock@enimmune.com.tw","www.enimmune.com.tw","－","－","－","－","www.enimmune.com.tw","－"
"6565","物聯智慧股份有限公司","物聯","數位雲端","－","台北市南港區興中路12巷21號5樓","	29045478","郭啟銘","郭啟銘","郭啟銘","董事長兼總經理","陳芳蓮","(02)2653-5111","2008/07/17","2017/01/18",新台幣                 10.0000元,271438700,27143870,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)2586-5859","台北市大安區敦化南路二段67號B1","安侯建業聯合會計師事務所","陳蓓琪","許明芳","TUTK","9F, No.364,Sec.1, Nangang Rd., Nangang Dist.Taiwan Taipei","(02)2653-5112","IR@tutk.com","http://www.throughtek.com.tw","－","－","－","－","http://www.throughtek.com.tw","－"
"6572","博錸生技股份有限公司","博錸","生技醫療業","－","臺北市內湖區陽光街351號6樓之1","	24489199","曹汀","曹汀","葉麗碧","首席財務長","洪嘉宏","26275878","2009/12/17","2016/02/26",新台幣                 10.0000元,1036495100,103649510,33113000,0,合併,每年,股東會,"元大證券股份有限公司","(02)25865859","106臺北市大安區敦化南路2段67號地下一樓","資誠聯合會計師事務所","顏裕芳","黃珮娟","PlexBio","6F-1,No.351,Yangguang St., Neihu Dist.,Taipei City,11491.Taiwan","26275979","marketing@plexbio.com","www.plexbio.com/tw/","－","－","－","－","www.plexbio.com/tw/","－"
"6580","台睿生物科技股份有限公司","台睿","生技醫療業","－","台北市南港區三重路66號6樓之1","	53529570","林&#32675;","簡督憲","朱伊文","資深副總經理","黃仕旗","(02)2653-5007","2011/08/22","2017/06/20",新台幣                 10.0000元,1121199080,112119908,0,0,合併,每年,股東會,"元大證券股份有限公司股務代理部","(02)2586-5859","106臺北市大安區敦化南路2段67號地下一樓","勤業眾信聯合會計師事務所","陳建瑋","趙永祥","TaiRx","6F-1, No. 66, San-Chung Road, Nankang Dist.Taipei, Taiwan","(02)2653-5008","contact@trx.com.tw","https://www.trx.com.tw/","－","－","－","－","https://www.trx.com.tw/","－"
"6583","友松娛樂股份有限公司","友松","文化創意業","－","台北市大同區重慶北路二段153號1樓","	12654975","丁曉菁","陳財裕","宋雪芳","會計經理","游麗華","(02)7707-3599","2000/10/12","2016/08/05",新台幣                 10.0000元,159470000,15947000,0,0,合併,每年,董事會,"群益金鼎證券股份有限公司","(02)2702-3999","台北市大安區敦化南路二段97號B2","勤業眾信聯合會計師事務所","呂宜真","謝明忠","YOOSONN","1F., No.153, Sec. 2, Chongqing N. Rd.Taipei City, Taiwan","(02)7707-3588","public@yoosonn.com.tw","http://www.yoosonn.com.tw/","－","－","－","－","http://www.yoosonn.com.tw/","－"
"6586","醣基生醫股份有限公司","醣基","生技醫療業","－","台北市南港區研究院路一段130巷99號7樓","	54170142","陳肇隆","吳宗益","吳宗益","總經理","蔡文晃","02-26558059","2013/03/08","2017/09/27",新台幣                 10.0000元,2140105000,214010500,30000000,0,合併,每季,股東會,"兆豐證券股份有限公司","02-33930898","100台北市中正區忠孝東路二段95號1樓","勤業眾信聯合會計師事務所","趙永祥","陳彥君","CHO","7F., No. 99, Ln. 130, Sec. 1, Academia Rd., Nangang Dist.Taipei 11571, Taiwan","02-26558069","cho@chopharma.com.tw","www.chopharma.com","－","－","－","－","www.chopharma.com","－"
"6595","光禹國際數位娛樂開發(股)公司","光禹國際","文化創意業","－","台北市松山區寶清街29號6樓","	54320971","字維新","謝宗耀","謝宗耀","總經理","郭秀雯","(02)27488066","2013/05/10","2019/01/11",新台幣                 10.0000元,468078880,46807888,15000000,0,合併,每年,股東會,"元富證券股份有限公司","(02) 27686668","台北市光復北路11巷35號B1樓","勤業眾信聯合會計師事務所","梁盛泰","李麗凰","Julien's Group","6F., No.29, Baoqing St., Songshan Dist.,Taipei City 10585, Taiwan (R.O.C.)","(02)27488355","wendy_kuo@juliensgroup.com","juliensgroup.com/","－","－","－","－","juliensgroup.com/","－"
"6599","普達系統股份有限公司","普達系統","電腦及週邊設備業","－","臺北市內湖區行愛路77巷59號5樓","	29069127","翁宗斌","胡木鎮","譚家誠","總經理特別助理","吳岱珊","(02)77214688","2009/06/15","2017/12/25",新台幣                 10.0000元,210000000,21000000,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","(02)23892999","台北市中正區重慶南路一段2號5樓","安侯建業聯合會計師事務所","郭冠纓","簡思娟","Poindus","5F., No. 59, Lane 77, Xingai Rd., Neihu Dist.,Taipei, Taiwan, R.O.C.","(02)77212289","ir@poindus.com","http://www.poindus.com","－","－","－","－","http://www.poindus.com","－"
"6604","儒億科技股份有限公司","儒億","電機機械","－","台南市安南區工業三路25號","	86928788","吳國禎","林俊桂","林俊桂","總經理","謝姝安","06-3845888","1993/01/19","2025/10/28",新台幣                 10.0000元,437310390,43731039,0,0,合併,每年,股東會,"永豐金證券(股)公司股務代理部","02-23816288","台北市中正區博愛路17號3樓","安永聯合會計師事務所","洪國森","姚世傑","JUOKU　","No. 25, Gongye 3rd Rd., Annan Dist.,　Tainan City 709035, Taiwan (R.O.C.)","06-3843653","Oth0002@juoku.com.tw","www.juoku.com.tw","－","－","－","－","None","None"
"6610","安成生物科技股份有限公司","安成生技","生技醫療業","－","台北市內湖區港墘路221巷41號8樓","	25147136","吳怡君","蔡承恩","吳怡君","董事長","從缺","02-26571788","2010/07/16","2016/12/27",新台幣                 10.0000元,2036293950,203629395,20000000,0,個別,每年,股東會,"中國信託商業銀行代理部","02-66365566","臺北市中正區重慶南路一段83號5樓","資誠聯合會計師事務所","顏裕芳","游淑芬","TWi Biotech.","8F, No.41, Lane 221, Gangqian Road, Neihu District,Taipei City 11494, Taiwan","02-26570270","info.tw@twibiotech.com","www.twibiotech.com","－","－","－","－","www.twibiotech.com","－"
"6618","永虹先進材料股份有限公司","永虹先進","化學工業","－","南投縣草屯鎮太平路一段223巷99號、101號","	53536761","吳家幸","吳家幸","吳家幸","總經理","周蕙萍","(049)2315001","2011/09/16","2017/09/15",新台幣                 10.0000元,1048160000,104816000,0,0,合併,每年,股東會,"統一綜合證券股份有限公司","(02)2746-3797","台北市東興路８號B１樓","國富浩華聯合會計師事務所","黃勝義","林汀&#37639;","UHT","No. 99 and 101, Ln. 223, Sec. 1, Taiping Rd., Caotun TownshipNantou County  , Taiwan (R.O.C.)","(049)2315003","Candy_Chou@uht.com.tw","http://www.uht.com.tw","－","－","－","－","http://www.uht.com.tw","－"
"6621","華宇藥品股份有限公司","華宇藥","生技醫療業","－","台北市內湖區舊宗路二段171巷17號3樓","	70680851","陳正","王愈善","王愈善","總經理","張珮珊","(02)2658-2577","1999/12/23","2017/08/18",新台幣                 10.0000元,355010000,35501000,0,0,合併,每年,股東會,"第一金證券股份有限公司","(02)2563-5711","台北市大安區安和路一段27號6樓","資誠聯合會計師事務所","周筱姿","劉倩瑜","UniPharma","3F., No.17, Ln. 171, Sec. 2, Jiuzong Rd., Neihu Dist.,Taipei City 114, Taiwan (R.O.C.)","(02)2658-3977","ir@uni-pharma.com","https://www.uni-pharma.com.tw/","－","－","－","－","https://www.uni-pharma.com.tw/","－"
"6622","百聿數碼創意股份有限公司","百聿數碼","文化創意業","－","台北市內湖區瑞光路478巷18弄34號5樓","	24777847","富德亞投資有限公司","陳志炫","陳志炫","總經理","彭柏軒","02-87976799","2014/12/16","2017/05/22",新台幣                 10.0000元,354619500,35461950,0,0,合併,每年,股東會,"凱基證券股份有限公司","02-23892999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","莊業偉","周仕杰","Bossdom Digi","5F No.34, Alley 18, Lane 478, Ruiguang Rd., Neihu Dist., TaipeiTaiwan","02-87976077","btgroup@bossdom.com","www.bossdom.com","－","－","－","－","www.bossdom.com","－"
"6634","欣耀生醫股份有限公司","欣耀","生技醫療業","－","台北市南港區研究院路一段130巷99號C棟C516室","	54727599","朱凱民","朱凱民","朱凱民","董事長兼總經理","熊正輝","02-27885365","2014/06/18","2017/06/29",新台幣                 10.0000元,712926100,71292610,0,0,個別,每年,董事會,"兆豐證券股份有限公司","02-33930898","100台北市中正區忠孝東路二段95號1樓","資誠聯合會計師事務所","黃珮娟","顏裕芳","SINEW","C516, Building C, No.99, Lane 130, Sec.1, Academia Rd., Nangang Dist.Taipei City 115, Taiwan(R.O.C.)","02-27885382","info@sinewpharma.com","www.sinewpharma.com","－","－","－","－","www.sinewpharma.com","－"
"6638","沅聖科技股份有限公司","沅聖","電腦及週邊設備業","－","新北市中和區建一路166號16樓","	80456781","陳信宇","陳信宇","黃耀德","資深經理","潘裴箴","02-2223-6556","2003/08/06","2017/06/28",新台幣                 10.0000元,300000000,30000000,0,0,合併,每年,股東會,"福邦證券股份有限公司","02-2383-6888","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","周寶蓮","蕭佩如","Goldtek","16F., No.166, Jian 1st Rd., Zhonghe DistNew Taipei City 235, Taiwan (R.O.C.)","02-2223-7929","Stockaffairs@goldtek.com","http://www.goldtek.com/","－","－","－","－","http://www.goldtek.com/","－"
"6639","源大環能股份有限公司","源大環能","油電燃氣業","－","桃園市蘆竹區經國路908號4樓","	29120948","彭鴻俊","林燿輝","林燿輝","總經理","張怡瑩","03-4755800","2008/06/30","2018/10/31",新台幣                 10.0000元,576450090,57645009,0,0,合併,每年,股東會,"元富證券股份有限公司","02-2768-6668","台北市松山區光復北路11巷35號B1","安永聯合會計師事務所","羅文振","黃宇廷","GGEC","4F., No. 908, Jingguo Rd., Luzhu Dist.,Taoyuan City ,338018 ,Taiwa (R.O.C.)","03-4753900","grace@ggec.com.tw","http://www.ggec.com.tw","－","－","－","－","http://www.ggec.com.tw","－"
"6648","斯其大科技股份有限公司","斯其大","其他電子業","－","台北市信義區基隆路2段51號6樓之5","	16790212","陳俊吉","陳俊吉董事長暫代","代理發言人林偉文","代理發言人","林偉文","02-77181928","1999/03/04","2017/09/04",新台幣                 10.0000元,500000000,50000000,0,0,合併,每半會計年度,董事會,"亞東證券股份有限公司股務代理部","02-77531699","新北市板橋區新站路16號13樓","德昌聯合會計師事務所","陳文彬","史岱平","DAS","6F-5, 51, Sec 2, Keelung Road,Taipei, Taiwan, R.O.C.","02-77181926","acc_ami@das.com.tw","https://www.das.com.tw","－","－","－","－","https://www.das.com.tw","－"
"6650","帝圖科技文化股份有限公司","帝圖","文化創意業","－","台北市大安區仁愛路3段136號3樓","	24327189","劉熙海","劉熙海","劉家蓉","副總經理","黃培怡","2658-1788","2009/02/26","2017/09/15",新台幣                 10.0000元,310900630,31090063,0,0,個別,每半會計年度,董事會,"元富證券(股)公司股務代理部","2768-6668","台北市光復北路11巷35號B1樓","安永聯合會計師事務所","傅文芳","馬君廷","Art Emperor","3F., No. 136, Sec. 3, Ren'ai Rd., Da’an Dist.,Taipei City , Taiwan","2658-5126","art@artemperor.tw","https://about.artemperor.tw","－","－","－","－","https://about.artemperor.tw/investors/stakeholder","－"
"6652","雅祥生技醫藥股份有限公司","雅祥生醫","生技醫療業","－","台北市松山區復興北路367號9樓","	27570215","張鴻仁","張婉雅","張婉雅","總經理","鄭玄峰","(02)2718-5128","2005/03/16","2018/08/29",新台幣                 10.0000元,1370000000,137000000,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)2586-5859","台北市大安區敦化南路2段67號地下一樓","資誠聯合會計師事務所","蔡蓓華","鄧聖偉","Eusol Bio","9 F., No. 367, Fuxing N. Rd., Songshan Dist.,Taipei City 105401, Taiwan (R.O.C.)","(02)2718-3118","IR@eusol.com.tw","http://www.eusol.com.tw","－","－","－","－","http://www.eusol.com.tw","－"
"6659","天明製藥股份有限公司","天明製藥","生技醫療業","－","新北市新莊區新北大道2段  217號13樓","	81002274","詹詠寧","王伯綸","張文昌","財務經理","陳冠維","02-85218883","1970/09/25","2025/12/22",新台幣                 10.0000元,858830090,85883009,0,0,合併,每年,股東會,"凱基證券股份有限公司股務代理部","02-23892999","台北市重慶南路一段二號5樓","資誠聯合會計師事務所","馮敏娟","林柏全","TIMING","13F., No.217, Sec. 2, New Taipei Blvd., Xinzhuang Dist.,New Taipei City 242, Taiwan (R.O.C.)","02-85216188","investor@timing-pharmacy.com","http://www.timing-pharmacy.com","－","－","－","－","http://www.timing-pharmacy.com","－"
"6665","康聯生醫科技股份有限公司","康聯生醫","生技醫療業","－","臺北市中正區忠孝東路1段54號5樓","	24291669","黃英士","鄒雅裕","鄒雅裕","總經理","洪靖琇","02-55696199","2009/01/10","2017/11/23",新台幣                 10.0000元,453501330,45350133,0,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","02-23711658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","吳仁杰","徐潔如","HEALTHCONN","5F., No.54, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist.Taipei City, Taiwan","02-55696142","investors@healthconn.com","https://www.healthconn.com","－","－","－","－","https://www.healthconn.com","－"
"6673","和詮科技股份有限公司","和詮","光電業","－","高雄市前鎮區新生路248-20號1樓","	70849491","鄭再興","莊鈺谷","楊惇淳","管理部課長","黃慧嫦","07-8156666","2007/08/31","2018/03/07",新台幣                 10.0000元,263516000,26351600,0,0,合併,每年,股東會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號地下1樓","資誠聯合會計師事務所","吳建志","廖阿甚","IFTC","1F, No.248-20, Sinsheng Rd ., Cianjhen DistrictKaohsiung City, Taiwan, R.O.C.","07-8112222","MelodyYang@iftc.com.tw","www.iftc.com.tw","－","－","－","－","?L","－"
"6676","祥翊製藥股份有限公司","祥翊","生技醫療業","－","新竹科學工業園區桃園市龍潭區龍園一路255號","	27559859","吳永連","吳永連","吳永連","總經理","蔡坤宏","03-4809168","2005/02/03","2022/01/19",新台幣                 10.0000元,1496790000,149679000,0,0,個別,每年,股東會,"元大證券股份有限公司股務代理部","02-25865859","106臺北市大安區敦化南路2段67號地下一樓","資誠聯合會計師事務所","王菘澤","楊蕙慈","Sunny","No.255,Longyuan 1st Rd.,Longtan Dist.,Taoyuan City32542,Taiwan(R.O.C)","03-4808028","sunny.otc@sunnypharmtech.com","http://www.sunnypharmtech.com/","－","－","－","－","http://www.sunnypharmtech.com/","－"
"6677","瑩碩生技醫藥股份有限公司","瑩碩生技","生技醫療業","－","台北市中山區南京東路2段206號8樓之3","	80207616","王建治","顏麟權","孫德珠","人力資源處處長","李文龍","02-25042121","2003/04/10","2018/06/27",新台幣                 10.0000元,559797000,55979700,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","02-23892999","10044 台北市中正區重慶南路一段2號5樓","資誠聯合會計師事務所","顏裕芳","蔡蓓華","Anxo","8F-3, No.206, Sec. 2, Nanking E. Rd.,Taipei City 104, Taiwan (R.O.C.)","02-25084245","Investor@anxo.com.tw","http://www.anxo.com.tw","－","－","－","－","http://www.anxo.com.tw","http://www.anxo.com.tw"
"6682","華旭先進股份有限公司","華旭先進","光電業","－","台中市西屯區協和里工業區十路8號","	24804181","黃文瑞","曾世覺","黃文瑞","董事長","王毓翔","04-23586649","2015/12/23","2018/05/11",新台幣                 10.0000元,1471059020,147105902,1740000,0,合併,每年,股東會,"兆豐證券股份有限公司","(02)33930898","台北市忠孝東路二段95號1樓","勤業眾信聯合會計師事務所","許瑞隆","蘇定堅","HHAT","No. 8, Gongyequ 10th Rd., Xitun DistTaichung City,Taiwan","04-23596962","service@huahsu.com","http://www.huahsu.com/","－","－","－","－","?|???]?m","－"
"6696","仁新醫藥股份有限公司","仁新","生技醫療業","－","臺北市信義區忠孝東路5段68號36樓","	43814765","林雨新","王正琪","王正琪","總經理暨研發長","陳菀姍","02-87805008","2016/05/12","2018/10/08",新台幣                 10.0000元,828920000,82892000,0,0,合併,每年,董事會,"福邦證券股份有限公司","02-2383-6888","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","吳鈞麟","陳昭宇","LBS","36F, No.68, Sec.5, Zhongxiao E. Rd., Xinyi Dist.Taipei City 11065, Taiwan","02-87805038","info@linbioscience.com","http://www.linbioscience.com/tw/","－","－","－","－","http://www.linbioscience.com/tw/im/news","－"
