"公司代號","公司名稱","住址","縣市別","產業類別","推薦或出具創新創意意見書單位","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","登入創櫃板日期","實收資本額(元)","股票過戶機構","過戶電話","過戶地址","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","網址"
"7596","�戴酈楛d生活科技股份有限公司","新竹縣竹北市生醫五路66號9F-2","新竹縣","生技醫療","工業技術研究院","	53053820","楊淑貞","姜昱有","楊淑貞","董事長","姜昱有總經理","03-6576679","2010/06/07","2020/12/15",215800560,"統一綜合證券股份有限公司","02-27478266","10570 台北市松山區東興路8號地下一樓","Huijia Health","Rm. A104, 1F., No.2, Sec.2, Shengyi Rd., Zhubei City,Hsinchu County 302, Taiwan(R.O.C.)","03-6577276","service@ubabycare.com","www.huijiahealth.com.tw"
"7600","大麥網路股份有限公司","台北市中山區八德路二段203號4樓","臺北市","數位雲端","資訊工業策進會","	52501883","魏谷","周鼎軒","周鼎軒","執行長","","(02)89795079","2016/12/21","2021/03/10",66300000,"凱基證券股份有限公司","(02)23892999","台北市中正區重慶南路一段2號5樓","DAMAI","","(02)89795077","","https://www.damaiapp.com.tw"
"7602","三捷科技股份有限公司","台北市中山區復興北路342號2樓","臺北市","其他","工業技術研究院","	23031315","黃文義","黃文義","黃文義","董事長","黃河壯","02-25006916","1988/08/05","2021/10/26",291132570,"第一金證券股份有限公司","02-25635711","臺北市大安區安和路一段27號6樓","3JTech","2F.,  No. 342, Fu-Shing N. Rd.Taipei City, Taiwan, R.O.C.","02-25069793","cf.cheng@3jtech.com.tw","http://www.3jtech.com.tw"
"7603","戴爾美語教育科技事業(股)公司","台中市西屯區逢甲路155號地下一樓","臺中市","文化創意","臺中市政府","	54225174","褚為誼","夏愷隸","褚為誼","董事長","夏愷隸","04-22233301","2013/03/28","2021/07/17",60000000,"富邦綜合證券股份有限公司","02-23611300","台北市中正區許昌街17號11樓","Dale English","B1., No. 155, Fengjia Rd., Xitun Dist.,Taichung City , Taiwan (R.O.C.)","04-22233309","service@all-english.com.tw","https://www.all-english.com.tw"
"7604","國際管理聯合診所顧問(股)公司","臺北市中正區新生南路1段148號2樓","臺北市","生技醫療","新北市政府","	52726665","LIM CHEOK PENG 林焯彬","李相台","李相台","總經理","葉佩鷺","(02)23911393","2017/06/09","2021/07/30",90660000,"群益金鼎證券股份有限公司","(02)27023999","台北市大安區敦化南路二段97號B2","PIH","2F., No. 148, Sec. 1,Xinsheng S. Rd., Zhongzheng Dist.,Taipei City 100 , Taiwan (R.O.C.)","(02)23917794","steven.lee@pihcare.com","https://www.pihcare.com/"
"7605","雲程在線股份有限公司","台中市烏日區高鐵五路156號6樓之6","臺中市","電子科技","國立雲林科技大學產學與智財育成營運中心","	61797015","何俊毅","何俊毅","何俊毅","總經理","","04-23374000","2017/06/06","2021/07/01",20000000,"富邦綜合證券股份有限公司","02-23611300","台北市中正區許昌街17號2樓","winpro cloud","6F.-6, No. 156, Gaotie 5th Rd.Wuri Dist., Taichung City 4140 , Taiwan","04-23373185","cloudprogramingservice@gmail.com","https://winpro.cloudprogrammingonline.com/"
"7606","瀚將教育科技股份有限公司","高雄市前金區中正四路235號8樓之1","高雄市","文化創意","無","	53906052","許哲豪","許哲豪","許哲豪","董事長","陳姿云","07-2161189","2013/02/19","2021/08/20",35000000,"富邦綜合證券股份有限公司","(02)2361-1300","100415台北市中正區許昌街17號11樓","Han Jiang","8F.-1, No.235, Zhongzheng 4th RdKaohsiung City, Taiwa (R.O.C.)","07-2155918","kathleenchiefwinner@gmail.com","http://ph2.com.tw/"
"7608","久方生技股份有限公司","中部科學園區臺中市大雅區科雅路43號4樓","臺中市","生技醫療","財團法人金屬工業研究發展中心","	82841902","洪一平","湯孝威","湯孝威","總經理","洪一平","04-25605880","2019/04/17","2021/11/30",299200000,"元富證券股份有限公司","02-27686668","台北市松山區光復北路11巷35號地下一樓","Maxima","4 F., No. 43, Keya Rd., Daya Dist., Taichung City 428015, Taiwan (R.O.C.)TAICHUNG CITY 428, TAIWAN","04-25605862","ma@maximabio.com","https://maximabio.com/"
"7609","樂居科技股份有限公司","台北市中正區金華街25號1樓","臺北市","電子科技","資訊工業策進會","	24773315","林佩蓉","李奕農","李奕農","總經理","林佩蓉","(02)2321-0856","2014/12/02","2021/12/08",180108160,"富邦綜合證券股份有限公司","(02)2361-1300","台北市中正區許昌街17號11樓","LEJU","1F., No. 25, Jinhua St., Zhongzheng Dist.,Taipei City, Taiwan (R.O.C.)","(02)2321-0806","investors@leju.com.tw","https://www.leju.com.tw/"
"7611","京碼股份有限公司","新竹市東區研發二路13號1F","新竹市","電子科技","國立臺灣科技大學","	27986305","李俊豪","李俊豪","李怡菁","財務經理","黃冠霖","03-5794266","2006/01/03","2021/12/07",90880000,"群益金鼎證券股份有限公司","","106台北市大安區敦化南路二段97號B1樓","Hortech","1F., No., 13, Yanfa 2nd Rd., East Dist.,Hsinchu City 30076 Taiwan","03-5794310","e-sales@hortek.com.tw","www.hortech.com.tw"
"7613","金嘉隆企業股份有限公司","臺南市新化區全興里竹子腳280號","臺南市","其他","無","	53603640","尤忠山","尤忠山","施麗月","副總經理","","065900513","2011/09/15","2022/01/03",29403000,"富邦綜合證券股份有限公司","(02)2361-1300","100台北市中正區許昌街17號11樓","JIN JIALONG","No.280,Zhuzijiao,Xinhua Dist.,Tainan City 712,TaiwanNo.280,Zhuzijiao,Xinhua Dist.,TainanCity","065909683","sheriff.tea.egg02@gmail.com；jack.jessic2@msa.hinet.net","https://www.sheriffteaegg.com/"
"7618","益瑞電子股份有限公司","新北市三重區新北大道二段260號12樓之5","新北市","電子科技","無","	97113472","何仁雄","何仁雄","劉林杰","財會經理","同發言人","02-29959956","1996/08/02","2022/05/31",50000000,"第一金證券股份有限公司","02-25635711","台北市大安區安和路一段27號6樓","ALTRA","12F.-5, No. 260, Sec. 2, New Taipei Blvd., Sanchong Dist.,New Taipei City 24158, Taiwan (R.O.C.)","02-29959967","ken.liu@altra.net","https://www.altra.net/"
"7619","李連資源科技股份有限公司","新竹縣竹北市東平里文興路一段366號8樓之1","苗栗縣","其他","財團法人台灣綠色生產力基金會","	42782792","李聰棋","李聰棋","李聰棋","董事長兼總經理","陳芳玲","037-731711","2016/03/16","2022/09/12",125000000,"元大證券股份有限公司","02-25863117","106045臺北市大安區敦化南路2段67號地下一樓","LEELINK","8F., No. 366-1, Sec. 1, Wenxing Rd.,Zhubei City, Hsinchu County 302053 Taiwa","03-731611","leelinkservice@leelink.com.tw","www.leelink.com.tw"
"7620","帝天股份有限公司","高雄市前鎮區中山二路91號14樓之7","高雄市","其他","光宇學校財團法人元培醫事科技大學","	83193854","洪偉展","洪偉展","洪偉展","董事長兼總經理","","07-3320268","2020/09/09","2022/06/17",30000000,"第一金證券股份有限公司","02-25635711","台北市大安區安和路一段27號6樓","DI-Tian","Rm. 7, 14F., No. 91, Zhongshan 2nd Rd., Qianzhen Dist.Kaohsiung City 806612 , Taiwan (R.O.C.)","07-3320165","ditiantaiwan20200909@gmail.com","http://www.ditian.com.tw/"
"7622","摩境網路科技股份有限公司","台北市松山區民權東路三段144號四樓之五","臺北市","文化創意","陽明交通大學","	42824152","李奇嶽","","宋慧凡","財務長","","02-2546-0280","2015/11/18","2022/09/26",114300000,"第一金證券股份有限公司","02-25635711","台北市大安區安和路一段27號6樓","DoMo","","02-2546-0186","huifansung@gmail.com","https://www.domo.tw/"
"7623","寶貝友股份有限公司","信義路4段235號14樓-3","臺北市","生活健康","臺北市政府","	42848942","魏&#32675;芳","","魏&#32675;芳","總監","","0227030016","2016/01/29","2022/09/20",102050000,"富邦綜合證券股份有限公司","0223611300","台北市中正區許昌街17號11樓","BBC","14th Floor-3, No. 235, Section 4, Xinyi Road台灣台北市","27030683","mia@babybabycool.com","https://www.babybabycool.com"
"7624","數位經濟國際股份有限公司","臺南市永康區中華里中華路12號18樓之4","臺南市","數位雲端","臺南市政府","	65058193","李豫暉","古學林","蔡旻宏","財務長","李豫暉","06-3128582","2018/12/28","2022/08/25",5012400,"群益金鼎證券股份有限公司","02-2703-5000","台北市大安區敦化南路二段97號B2","DE","18F.-4, Jhonghua Rd., Yongkang Dist.,Tainan City 710029, Taiwan (R.O.C.)","06-3137072","sweidecorp@gmail.com","https://www.swipervip.com/"
"7627","澄交生物科技股份有限公司","台南市新市區南科二路12號R405室","臺南市","生技醫療","社團法人中華民國全國創新創業總會","	42932624","陳志銘","陳志銘","陳志銘","執行長","葉津杏","(06)5050511","2019/02/26","2022/10/24",45035695,"永豐金證券股份有限公司","(02)23823379","100台北市博愛路17號3樓","FBC","Rm. 405, 4F., No. 12, Nanke 2nd Rd., Xinshi Dist.Tainan City 744092, Taiwan (R.O.C.)","(06)2116924","service@fecula.com.tw","https://www.fecula.com.tw"
"7628","暮盆實業股份有限公司","高雄市苓雅區青年一路8-4號1樓","高雄市","生活健康","社團法人中華民國全國創新創業總會","	24981593","楊翔如","楊翔如","楊翔如","董事長","蔡岑楓","07-3951680","2015/05/08","2022/10/27",68500000,"永豐金證券股份有限公司","02-23826288","台北市博愛路17號3樓","Woopen","1st F No. 8-4, Qing Nian 1st Rd., Lingya DistKaohsiung City , Taiwan (R.O.C.)","07-3951689","service@woopen.com.tw","https://www.woopen.com.tw/"
"7629","峰安車業股份有限公司","高雄市楠梓區開發路1-4,3-4號","高雄市","其他","經濟部加工出口區管理處","	53571767","詹福儀","詹畯能","詹畯能","總經理","邱琬婷","07-3631008","2011/09/21","2022/12/15",186000000,"華南永昌綜合證券股份有限公司","02-27186425","台北市松山區民生東路四段54號4樓","NOPORVIS","No. 1-4,-3-4 Kaifa Rd., Nanzi Dist.,Kaohsiung City, Taiwan","07-3631891","finance@noporvis.com","https://www.noporvis.com"
"7630","鉅秀股份有限公司","台北市中山區南京東路三段9號7樓之2","臺北市","其他","輔仁大學","	89442280","李秀超","李秀超","李秀超","董事長","","02-25170755","1995/06/08","2023/01/03",50000000,"第一金證券股份有限公司","02-25635711","台北市大安區安和路一段27號6樓","giantshow","","02-25178921","giantshow.acct@gmail.com","https://www.giantshow.com.tw/"
"7632","海神水下事業股份有限公司","新北市樹林區佳園路２段６１之８號（1樓）","新北市","電子科技","新北市政府","	50968602","黃鼎生","黃鼎生","黃鼎生","總經理","潘欣怡","0226806702","2018/09/25","2023/02/21",33718230,"華南永昌綜合證券股份有限公司","0227186425","105017台北市松山區民生東路四段54號4樓","PSD","NO.61-8,Sec.2,Jiayuan Rd.,Shulin Dist.,New Taipei City,Taiwan(R.O.C.)","0226806701","","www.psdrobot.com"
"7634","田榮股份有限公司","台北市內湖區洲子街12號2樓","臺北市","生活健康","臺北市政府","	82809065","陳村榮","陳村榮","陳村榮","總經理","","047719047","2019/01/18","2023/02/15",12527750,"元富證券股份有限公司","02-2768-6668","台北市光復北路11巷35號B1樓","TASAKAE","2F., No. 12, Zhouzi St., Neihu DistTaipei City 114 , Taiwan (R.O.C.)","","cun@puten.tw","www.puten.tw"
"7635","禾新生技股份有限公司","台北市信義區信義路四段415號12樓","臺北市","農林漁牧","財團法人中衛發展中心","	69584514","張騰允","張騰允","朱佑東","財務長","張凱傑","02-77359202","2017/01/20","2023/03/21",95236560,"華南永昌綜合證券股份有限公司","02-27186425","台北市松山區民生東路四段54號4樓","HO XIN","12F., No. 415, Sec. 4 Xinyi Rd.Taipei 110603, Taiwan","","stewart.chu@hoxintw.com","https://hoxintw.com/"
"7638","基育生物科技股份有限公司","新北市汐止區大同路1段120號10樓","新北市","農林漁牧","財團法人農業科技研究院","	66451005","游卓遠","黃鴻棋","黃鴻棋","總經理","","02-26915828","2017/01/20","2023/03/06",435334710,"凱基證券股份有限公司","0223892999","台北市中正區重慶南路一段2號5樓","Oppty","10F., No. 120, Sec. 1, Datong Rd., Xizhi Dist.,New Taipei City 221, Taiwan","02-26918525","op.service@oppty.com.tw","https://oppty.com.tw"
"7640","媽咪樂健康科技股份有限公司","高雄市左營區富民路309號","高雄市","生活健康","長榮大學高階管理碩士在職專班（EMBA）暨企二代中心","	28608251","蔡韻秋","","朱庭萱","","","07-5509222","2008/01/31","2023/04/12",50000000,"凱基證券股份有限公司","02-23892999","台北市中正區重慶南路1段2號5樓","MHHT","","07-5506599","fn@mommyhappy.com","www.mommyhappy.com"
"7641","健談股份有限公司","新北市新莊區新北大道三段222號8樓","新北市","生技醫療","臺北市政府","	53761513","林鈺軒","林鈺軒","林鈺軒","總經理","王雲莉","02-8522-9139","2012/05/02","2023/06/20",55000000,"永豐金證券股份有限公司","(02)2382-3379","100臺北市中正區博愛路17號3樓","HACH","8F., No. 222, New Taipei Blvd.,Xinzhuang Dist.,New Taipei City,Taiwan(R.O.C.)","02-8522-9185","service.uterusally@gmail.com","https://hachhealth.com/"
"7643","萬里遊科技股份有限公司","台北市大同區延平北路一段104號4樓","臺北市","數位雲端","陽明交通大學產業加速器暨專利開發策略中心","	83602909","陳柏安","","陳柏安","董事長","","0225490058","2020/04/01","2023/07/25",43752280,"第一金證券股份有限公司","0225635711","台北市大安區安和路一段27號6樓","Wan Ali You","4F, NO. 104, Sec.1 Yanping n. Rd., Datong DistrictTaipei City 103, Taiwan (R.O.C)","","info@aifunschool.com","https://aifunschool.com"
"7644","台灣居護股份有限公司","新北市板橋區萬板路182號一樓","新北市","社會企業","新北市政府","	42737678","汪秋蓉","張宏庠","張宏庠","執行長","","02-82588088","2018/07/20","2023/11/16",99855181,"群益金鼎證券股份有限公司","02-27035000","台北市大安區敦化南路二段97號B2","THN","1F., No. 182, Wanban Rd., Banqiao Dist., New Taipei City 220 , Taiwan (R.O.C.)New Taipei City 220 , Taiwan (R.O.C.)","02-29673689","service@thn-buurtzorg.com","https://www.thn-buurtzorg.com/"
"7645","聯和趨動股份有限公司","高雄市前鎮區復興四路2號4樓之1","高雄市","電子科技","經濟部加工出口區管理處","	50808660","傅春炳","傅春炳","傅春炳","總經理","陳孟志","07-9735000","2018/07/17","2023/09/18",18975000,"富邦綜合證券股份有限公司","02-2361-1300","台北市中正區許昌街17號2樓","Trend Link","4F.-1, No. 2, Fuxing 4th Rd., Qianzhen Dist.,Kaohsiung City 806611, Taiwan (R.O.C.)","07-3386263","service@trendlink.com.tw","https://trendlink.com.tw"
"7646","龍蓁淳國際股份有限公司","臺北市士林區延平北路6段228號","臺北市","其他","無","	27344106","塗佩容","塗義澤","塗義澤","總經理","塗品淳","02-2816-8282","2004/07/23","2023/08/03",75764190,"國票綜合證券股份有限公司","02-2528-8988","台北市南京東路5段188號15樓","LJC","No. 228, Sec. 6, Yanping N. Rd., Shilin Dist., Taipei City 111069Taiwan (R.O.C.)","02-2810-6363","ljcint93@gmail.com","https://ljc-int.com/"
"7647","慧穎生醫股份有限公司","高雄市美濃區中興路二段612號","高雄市","生技醫療","財團法人金屬工業研究發展中心","	82867682","謝慧萍","謝震","吳詩麒","財務長","陳雪峨","(07)6813788","2019/05/13","2023/09/01",165900000,"永豐金證券股份有限公司","(02)23816288","台北市中正區博愛路17號3樓","WE-WIN","No. 612, Sec. 2, Zhongxing Rd., Meinong Dist.,Kaohsiung City 843, Taiwan (R.O.C.)","(07)6812678","chiung@ebio.com.tw","https://www.ebio.com.tw"
"7648","百陽生技股份有限公司","臺北市大同區延平北路二段145號2樓","臺北市","綠能環保","臺北市政府","	83459447","盧贈民","盧贈民","羅梅君","技術總監","盧贈民","0911058916","2019/12/24","2023/09/26",30000000,"第一金證券股份有限公司","(02)25635711","臺北市大安區安和路一段27號6樓","AriesOrla","2F., No. 145, Sec. 2, Yanping N. Rd.,Datong Dist., Taipei City","","andersen.lu@ariesbiology.com","https://www.ariesbiology.com"
"7649","正崴生物科技股份有限公司","桃園市桃園區中正路1088號13樓","臺北市","綠能環保","財團法人台灣綠色生產力基金會","	28343597","林妙娟","蔡清發","蔡清發","總經理","張譯丰","03-3176333","2006/06/23","2023/10/04",104180000,"富邦綜合證券股份有限公司","02-23611300","台北市大安區仁愛路四段169號3、4樓","Foxgreen","13F., No. 1088, Zhongzheng Rd.,Taoyuan Dist., Taoyuan City 330, Taiwan","03-3176368","support@foxgreen.com.tw","https://www.foxgreen.tw/"
"7650","寶奇生技股份有限公司","新北市永和區民權路36巷20號1樓","新北市","農林漁牧","財團法人農業科技研究院","	54855159","黃志博","李金燕","蕭彤雯","","李金燕","02-86681700","2015/07/13","2023/10/25",18540000,"永豐金證券股份有限公司","02-23816288","100台北市博愛路17號3樓","Biokey","1F No. 20, Ln. 36, Minquan Rd., Yonghe Dist.,New Taipei City 234 , Taiwan (R.O.C.)","02-86681715","biokeyservice@gmail.com","www.egg177.com.tw"
"7651","雷應科技股份有限公司","台中市南屯區精科三路2號2樓","臺中市","電子科技","國立中興大學","	29183247","柯佩岑","柯佩岑","柯佩岑","總經理","陳怡蓉","0422659365","2018/08/21","2023/12/06",65368000,"永豐金證券股份有限公司","0223816288","台北市博愛路17號3樓","LATC","2F., No. 2, Jingke 3rd Rd.,Nantun Dist.Taichung City,Taiwan(R.O.C.)","","asklatc@gmail.com","http://www.i-latc.com/"
"7652","大中圖書事業股份有限公司","屏東縣屏東市公園西路39號","屏東縣","文化創意","長榮大學高階管理碩士在職專班（EMBA）暨企二代中心","	45109069","劉彥甫","劉彥甫","林彥芝","營運長","曹憲璋","(08)733-8698","2016/05/20","2023/11/29",61920000,"永豐金證券股份有限公司","(02)2382-3379","台北市中正區博愛路17號3樓","DC BOOKS","No. 39,Gongyuan W. Rd.,Pingtung City, Taiwan(R.O.C.)","(08)734-2272","gmo@dachung-book.com","https://dachung-book.com/"
"7653","動聯國際股份有限公司","台北市內湖區內湖路一段360巷15號3樓之3","臺北市","其他","工業技術研究院","	54654842","李嘉華","李嘉華","胡家瑜","財務經理","王偉安","02-27710859","2013/12/04","2023/12/06",66720000,"永豐金證券股份有限公司","02-23816288","100005臺北市中正區博愛路17號3樓","IMIC","3F.-3, No. 15, Ln. 360, Sec. 1, Neihu Rd., Neihu Dist.,Taipei City 114064 , Taiwan (R.O.C.)","02-26279771","jennyhu@donglianlife.com.tw","https://hageing.com"
"7654","吉緻生活股份有限公司","台北市大安區敦化南路一段337號12樓","臺北市","文化創意","臺北市政府","	90655726","林蔚林","林蔚林","林蔚林","總經理","","02-27038688","2021/12/07","2024/04/12",210100000,"國票綜合證券股份有限公司","02-2528-8988","台北市南京東路五段188號15樓","G Life Taiwan","12 F., NO. 337, SEC. 1, DUNHUA S. RD., DA-DA DIST.,TAIPEI CITY , Taiwan (R.O.C)","02-23254988","amy.she@glife.tw","https://glife.tw"
"7655","依得科技股份有限公司","臺北市文山區羅斯福路六段2號2樓","臺北市","電子科技","臺北市政府","	50773135","吳惠珍","吳惠珍","吳惠珍","總經理","薛世綸","02-2393-0279","2018/05/18","2024/05/24",20800000,"第一金證券股份有限公司","02-2563-5711","臺北市大安區安和路一段27號6樓","eDisk","6 F., No. 74, Sec. 3, Beixin Rd., Xindian Dist.,New Taipei City 231007, Taiwan (R.O.C.)","","admin@edisk.com.tw","www.edisk.com.tw"
"7656","全瑩生技股份有限公司","臺北市南港區忠孝東路七段508號17樓之10","臺北市","生技醫療","臺北市政府","	52218090","張瑞仁","張瑞仁","張瑞仁","董事長","","02-26511893","2016/08/22","2024/07/16",289774010,"永豐金證券股份有限公司","02-23823379","臺北市中正區博愛路17號3樓","TWBIO","17F.-10, No. 508, Sec. 7, Zhongxiao E. Rd., Nangang Dist.,Taipei City 115011, Taiwan (R.O.C.)","","service@twbio.com.tw","https://www.twbioscience.com/"
"7657","亞瑞仕國際驗證股份有限公司","台南市安平區文平路187巷12號之2","臺南市","綠能環保","長榮大學高階管理碩士在職專班（EMBA）暨企二代中心","	80610807","陳勁宇","陳建璋","葉文振","財務資深經理","陳建璋","06-2959696","2003/12/12","2024/09/09",178621640,"國票綜合證券股份有限公司","02-25288988","台北市南京東路5段188號15樓","ARES","2F., No. 12, Ln. 187, Wenping Rd., Anping Dist.,Tainan City 708015 , Taiwan (R.O.C.)","06-2959667","eric.yeh@ares-cert.com","https://www.ares-registration.com"
"7658","乙丁科技股份有限公司","桃園市八德區興豐路1152號","桃園市","電子科技","桃園市政府","	24977824","劉子巨","劉子巨","劉子巨","負責人","古又羽","033808261","2015/06/15","2024/11/29",11350000,"永豐金證券股份有限公司","0223823379","永豐金證券公司","ZJ","No.1152 Xingfeng RD.,Bade district,Taoyuan city,Taiwan.","N","service@zjglobal.xyz","www.ibgrips.com"
"7661","皓德盛科技股份有限公司","臺北市松山區南京東路3段270號9樓之3","臺北市","電子科技","臺北市政府","	83365862","楊皓鈞","曹維欣、楊皓鈞","曹維欣","總經理","楊皓鈞","02-87720663","2020/12/30","2024/12/16",6766666,"永豐金證券股份有限公司","02-23816288","台北市中正區博愛路17號3樓","Vsense","9F, No.270, Sec.3, Nanjing E.Rd., Songshan Dist.,Taipei City 105403, Taiwan(R.O.C)","無","account@vsensefintech.com","無"
"7663","數位玩家資訊科技股份有限公司","高雄市楠梓區大學三十三街56號6樓","高雄市","數位雲端","國立高雄大學","	53577609","周佳郁","莊子緯","周佳郁","","","07-5911329","2011/11/24","2025/02/05",5216800,"元大證券股份有限公司","02-25865859","106台北市大安區敦化南路二段67號B1","Digital Player","6F., No. 56, Daxue 33rd St., Nanzi Dist.Kaohsiung City , Taiwan (R.O.C.)","","service@geekers.tw","https://geekers.tw/"
"7664","盛雲藥品股份有限公司","台中市西區忠明南路303號18樓之3","臺北市","生技醫療","無","	86210342","楊弘仁","李鴻益","李鴻益","總經理","沈家興","04-23059362","1991/06/10","2024/11/19",64600000,"群益金鼎證券股份有限公司","02-27023999","台北市大安區敦化南路二段97號B2","MACRO","18F.-3, No. 303, Zhongming S. Rd., West Dist.,West Dist., Taichung City 4035 , Taiwan","04-23029063","uditseng@hunghanhealth.com","http://www.macro.com.tw/"
"7665","小鹿文娛股份有限公司","臺北市中正區紹興北街3號3樓","臺北市","文化創意","無","	82863412","賈志杰","許祥誌","李培僑","協理","王秋鈞","0223131098","2019/04/29","2025/06/10",10000000,"元大證券股份有限公司","0225865859","台北市大安區敦化南路二段67號地下1樓","Fawn Group","3 F., No. 3, Shaoxing N. St., Zhongzheng Dist.Taipei City 100013, Taiwan (R.O.C.)","0223278108","info@fawn-group.com","https://www.fawn-group.com"
"7666","晨間廚房國際餐飲股份有限公司","屏東縣屏東市建國路396號","屏東縣","其他","無","	28890222","劉影","邱明正","邱明正","總經理","黃義升","087522288","2007/12/05","2025/02/18",98100000,"華南永昌綜合證券股份有限公司","0227186425","10574 台北市松山區民生東路四段54號4樓","LAMORNING","No.396,Jianguo RoadPingtung City 900,Taiwan(R.O.C)","087533388","lamorning-ga@mk2000.com.tw","https://www.mk2000.com.tw/"
"7667","露奇亞股份有限公司","台中市西屯區大容東街90號7樓之1","臺中市","生技醫療","靜宜大學、臺中科技大學","	54759992","曾詩華","曾詩華","黃秀勤","經理","林沛婕","04-23260991","2014/04/08","2025/02/18",24000000,"國票綜合證券股份有限公司","02-25288988","台北市松山區南京東路五段188號15樓","Ruijia","7F.-1, No.90, Darong.E.St., Xitun Dist.,Taichung City, Taiwan, R.O.C.","04-23260831","susan57538583@gmail.com","http://www.ruijiabeauty.com"
"7668","金門玻璃廠股份有限公司","臺北市松山區南京東路五段41-1號1樓","臺北市","綠能環保","虎尾科技大學創新育成中心","	24793656","顧正德","顧正德","顧正德","總經理","黃麗娟","02-37655750","2015/06/16","2025/03/26",156290000,"元大證券股份有限公司","02-25865859","臺北市大安區敦化南路二段67號地下一樓","Kinmen Glass","1F., No. 41-1, Sec. 5, Nanjing E. Rd., Songshan Dist.,Taipei City 105031, Taiwan (R.O.C.)","02-37655751","mandy@kinmenglass.com.tw","https://kinmenglass.com"
"7670","淞康國際股份有限公司","243新北市泰山區新北大道六段405號5樓","新北市","生技醫療","新北市政府","	90706773","陳向宇","陳宏洋","陳宏洋","總經理","","(02)2908-8160","2021/05/05","2025/06/18",5800000,"第一金證券股份有限公司","02 2563 6262","台北市中山區長安東路一段22號4樓","Songkang","5F., No. 405, Sec. 6, New Taipei Blvd., Taishan Dist.,New Taipei City , Taiwan (R.O.C.)","(02)2903-8877","songkang.wb@gmail.com","https://songkang.webnode.tw/"
"7671","寶泓生醫股份有限公司","中部科學園區臺中市大雅區科雅路6號","臺中市","生技醫療","國立中興大學","	91044533","白金淩","白金淩","賴緒明","商務開發處處長","賴意晴","04-22851566","2021/06/22","2025/03/27",40500000,"元富證券股份有限公司","02-27686668","台北市松山區光復北路11巷35號B1","PowinBio","Rm.167, Innovation & Incubation Center, No.145, Xingda Rd., South Dist.,Taichung City 402202 , Taiwan (R.O.C.)","04-22851566","powin@powinbio.com","https://powinbio.com/"
"7672","台灣穩鴻科技股份有限公司","台北市內湖區瑞湖街195號2樓","臺北市","數位雲端","臺北市政府","	42993311","杜和穆","柯毓&#32675;","柯毓&#32675;","總經理","盧明村","0277443699","2018/03/01","2025/03/31",50000000,"永豐金證券股份有限公司","23823379","台北市中正區博愛路17號3樓","TWH","2F,No.195,Ruihu Street,Neihu District,Taipei City,Taiwan","0226553718","mark@twwinhome.com","www.twwinhome.com"
"7673","方鼎資訊股份有限公司","新北市永和區民權路53號7樓705室","新北市","數位雲端","","	84944849","何偉光","楊弘成","何偉光","董事長","楊弘成","02-89432121","1994/09/17","2025/05/07",12000000,"統一綜合證券股份有限公司","02-27478266","台北市松山區東興路8號B1樓","Techgroup","Rm. 705, 7 F., No. 53, Minquan Rd.,Yonghe Dist., New Taipei City , Taiwan","02-29493051","elita@mail.techgroup.com.tw","www.techgroup.com.tw"
"7674","數位獵人科技股份有限公司","台北市中山區吉林路309號3樓","臺北市","數位雲端","巨思文化/數位時代","	90077280","陳威任","陳威任","陳威任","董事長","","0936-888-747","2022/10/03","2025/05/28",15000000,"永豐金證券股份有限公司","(02)2382-3379","台北市中正區博愛路17號3樓","HuntByte","3F, No. 309, Jilin Road, Zhongshan DistrictTaipei City, Taiwan","","hb@huntbyte.com","https://www.huntbyte.com/"
"7675","卡德爾股份有限公司","新北市新莊區五權一路7號7樓之5","新北市","電子科技","國立台北科技大學創新育成中心","	25089446","林郁菁","王岡凌","林郁菁","財務經理","","(02)22984178","2009/12/16","2025/05/16",5000000,"第一金證券股份有限公司","(02)25635711","台北市大安區安和路一段27號6樓","Qadir","7F.-5, No. 7, Wuquan 1st Rd., Xinzhuang Dist.,New Taipei City, Taiwan (R.O.C.)","","service@qadircorp.com","https://www.qadircorp.com"
"7677","埃爾思科技股份有限公司","桃園市蘆竹區民權路50號","桃園市","電子科技","經濟部中小企業處、工業技術研究院","	82896455","張維哲","張維哲","張維哲","總經理","林君岳","03-3551181","2019/06/06","2025/06/06",56650000,"永豐金證券股份有限公司","02-2382-3379","台北市中正區博愛路17號3樓","ALES","No. 50, Minquan Rd., Luzhu Dist.,Taoyuan City, Taiwan","03-3551182","weitse.chang@alestech.tw","www.alestech.tw"
"7678","矽谷能源股份有限公司","基隆市安樂區武訓街55號","基隆市","綠能環保","工業技術研究院","	24749414","王文輝","王君豪","王君豪","總經理","王馨儀","02-24289358","2014/09/19","2025/08/15",160000000,"兆豐證券股份有限公司","02-2327-8988","臺北市中正區忠孝東路二段95號3樓","SEGL","No. 55, Wuxun St., Anle Dist., Keelung City 204009, Taiwan (R.O.C.)Keelung City Taiwan","02-24289357","Cindy@seglenergy.com","http://www.seglenergy.com.tw"
